Make,Model,Model_Year,Status,Variant,Fuel_Type,Displacement,Cylinders,Image_url,Brand_Image
Skoda,Octavia Combi,2005,Discontinued,Octavia Combi,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/skoda/octavia-combi-2005-2008.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Superb [2014-2016],2014,Discontinued,Superb,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/skoda/superb.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Octavia RS 245,2020,Discontinued,Octavia RS 245,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/43966/skoda-octavia-rs-245-exterior5.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Yeti [2014-2015],2014,Discontinued,Yeti,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/skoda/yeti.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Kushaq [2021-2023],2021,Discontinued,Kushaq,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/44549/kushaq-exterior-right-front-three-quarter-52.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Kylaq,2024,Active,Kylaq,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/171777/kylaq-exterior-right-front-three-quarter-10.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Slavia,2024,Active,Slavia,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/175951/slavia-exterior-right-front-three-quarter-10.png,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Kushaq,2026,Active,Kushaq,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/187043/kushaq-facelift-exterior-right-front-three-quarter-6.png,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Kodiaq,2025,Active,Kodiaq,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/158729/kodiaq-exterior-right-front-three-quarter-14.png,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Octavia RS,2025,Active,Octavia RS,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/204968/octaviars-exterior-right-front-three-quarter-61.png,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,New Superb,2026,Upcoming,New Superb,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/195979/new-superb-exterior-left-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Slavia Facelift,2026,Upcoming,Slavia Facelift,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/179753/slavia-facelift-exterior-left-side-view-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Octavia Facelift,2026,Upcoming,Octavia Facelift,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/170883/octavia-facelift-exterior-front-view-6.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Elroq,2026,Upcoming,Elroq,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/188525/elroq-exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Epiq,2027,Upcoming,Epiq,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/217463/epiq-exterior-left-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Kodiaq RS,2026,Upcoming,Kodiaq RS,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/216477/kodiaq-rs-exterior-left-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Skoda,Enyaq,2027,Upcoming,Enyaq,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/137871/enyaq-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/skoda.webp
Tata,Punch [2021-2026],2021,Discontinued,Punch,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/39015/punch-exterior-right-front-three-quarter-58.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Altroz [2020-2025],2020,Discontinued,Altroz,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/32597/tata-altroz-exterior-18.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Harrier [2019-2023],2019,Discontinued,Harrier,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/32958/tata-harrier-right-front-three-quarter58.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Punch EV [2024-2026],2024,Discontinued,Punch EV,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/148309/punch-ev-exterior-right-front-three-quarter-11.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Safari [2021-2023],2021,Discontinued,Safari,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/40027/safari-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Nexon [2020-2023],2020,Discontinued,Nexon,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/41645/tata-nexon-right-front-three-quarter3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Nexon EV [2020-2022],2020,Discontinued,Nexon EV,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/42611/tata-nexon-ev-right-front-three-quarter6.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Harrier Old Generation [2023-2023],2023,Discontinued,Harrier Old Generation,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/142739/harrier-exterior-right-front-three-quarter-3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Safari Old Generation [2023-2023],2023,Discontinued,Safari Old Generation,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/142865/safari-exterior-right-front-three-quarter-4.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Nexon EV Max,2022,Discontinued,Nexon EV Max,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/121341/nexon-ev-max-exterior-right-front-three-quarter-7.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Tigor EV [2021-2022],2021,Discontinued,Tigor EV,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/45849/tigor-ev-facelift-exterior-right-front-three-quarter-5.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Hexa,2019,Discontinued,Hexa,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/38637/Tata-Hexa-Right-Front-Three-Quarter-171007.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Safari Storme 2019,2015,Discontinued,Safari Storme 2019,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/19040/Tata-Safari-Storme-Right-Front-Three-Quarter-153759.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Zest,2014,Discontinued,Zest,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/13976/Tata-Zest-Exterior-118092.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Sumo Gold,2013,Discontinued,Sumo Gold,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/BD/f0/10752/img/m/Tata-Sumo-Gold-Right-Front-Three-Quarter-48868_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Nexon EV Prime,2022,Discontinued,Nexon EV Prime,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/126681/nexon-ev-prime-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Nano,2015,Discontinued,Nano,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/10441/Tata-Nano-Exterior-118090.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Nexon [2017-2020],2017,Discontinued,Nexon,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/42611/Tata-Nexon-Exterior-172215.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Tiago NRG [2018-2020],2018,Discontinued,Tiago NRG,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/36039/Tata-Tiago-NRG-Right-Front-Three-Quarter-158328.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Tiago [2016-2020],2016,Discontinued,Tiago,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/20880/Tata-Tiago-Exterior-120831.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Xenon XT,2001,Discontinued,Xenon XT,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/4c/26/10742/img/m/Tata-Xenon-XT-Right-Front-Three-Quarter-48885_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Venture,2011,Discontinued,Venture,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/f7/5C/10740/img/m/Tata-Venture-Right-Front-Three-Quarter-48863_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Indica V2,2011,Discontinued,Indica V2,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/tata/indica-v2.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Nano GenX,2015,Discontinued,Nano GenX,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/18712/Tata-Nano-GenX-Exterior-122442.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Indigo eCS [2013-2018],2013,Discontinued,Indigo eCS,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/45/1E/10734/img/m/Tata-Indigo-eCS-Right-Front-Three-Quarter-48867_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Winger [2011-2016],2011,Discontinued,Winger,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/tata/winger.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Bolt,2015,Discontinued,Bolt,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/17402/Tata-Bolt-Right-Front-Three-Quarter-145389.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Manza [2011-2015],2011,Discontinued,Manza,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/tata/manza.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Indica,2012,Discontinued,Indica,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/tata/indica-ev2.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Tigor [2018-2020],2018,Discontinued,Tigor,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/36261/Tata-Tigor-Exterior-137896.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Tiago JTP,2018,Discontinued,Tiago JTP,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/36135/Tata-Tiago-JTP-Right-Front-Three-Quarter-166424.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Tigor JTP,2018,Discontinued,Tigor JTP,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/36442/Tata-Tigor-JTP-Right-Front-Three-Quarter-166421.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Vista Tech,2014,Discontinued,Vista Tech,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/tata/vista-tech.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Tigor [2017-2018],2017,Discontinued,Tigor,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/20014/Tata-Tigor-Exterior-118817.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Indigo CS [2008-2011],2008,Discontinued,Indigo CS,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/indigo-cs-2008-2011.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Indica Vista [2008-2011],2008,Discontinued,Indica Vista,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/indica-vista-2008-2011.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Sumo Grande MK II [2009-2014],2009,Discontinued,Sumo Grande MK II,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/sumo-grande-mk-ii-2009-2014.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Safari [2015-2017],2007,Discontinued,Safari,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/10757/Tata-Safari-Right-Front-Three-Quarter-79119.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Aria [2014-2017],2014,Discontinued,Aria,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/08/52/10745/img/m/Tata-Aria-Right-Front-Three-Quarter-48886_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Nano [2011-2013],2011,Discontinued,Nano,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/nano-2011-2013.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Indigo Marina [2004-2010],2004,Discontinued,Indigo Marina,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/indigo-marina-2004-2010.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Manza [2009-2011],2009,Discontinued,Manza,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/manza-2009-2011.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Safari Storme [2012-2015],2012,Discontinued,Safari Storme,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/safari-storme-2012-2015.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Safari [2005-2007],2005,Discontinued,Safari,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/safari-2005-2007.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Indica V2 [2006-2013],2006,Discontinued,Indica V2,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/indica-v2-2006-2013.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Hexa [2017-2019],2017,Discontinued,Hexa,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/26351/Tata-Hexa-Right-Front-Three-Quarter-96011.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Movus,2014,Discontinued,Movus,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/tata/movus.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Aria [2010-2014],2010,Discontinued,Aria,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/aria-2010-2014.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Indica eV2 [2012-2013],2012,Discontinued,Indica eV2,Electric,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/indica-ev2-2012-2013.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Safari [1998-2005],1998,Discontinued,Safari,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/safari-1998-2005.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Indigo XL [2007-2011],2007,Discontinued,Indigo XL,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/indigo-xl-2007-2011.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Indigo eCS [2010-2013],2010,Discontinued,Indigo eCS,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/indigo-ecs-2010-2013.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Sumo Grande [2008-2009],2008,Discontinued,Sumo Grande,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/sumo-grande-2008-2009.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Indica eV2 [2011-2012],2011,Discontinued,Indica eV2,Electric,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/indica-ev2-2011-2012.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,1991 Sierra [1991-2003],1991,Discontinued,Sierra,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/212509/sierra-1991-exterior-left-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Nano [2009-2011],2009,Discontinued,Nano,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/nano-2009-2011.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Indica V2 [2003-2006],2003,Discontinued,Indica V2,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/indica-v2-2003-2006.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,TL,,Discontinued,TL,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/tl.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Indica V2 [2001-2003],2001,Discontinued,Indica V2,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/tata/indica-v2-2001-2003.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Tigor EV [2019-2021],2019,Discontinued,Tigor EV,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/40451/tata-tigor-ev-exterior-1.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Punch,2026,Active,Punch,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/172825/punch-facelift-exterior-right-front-three-quarter.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Sierra,2025,Active,Sierra,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/193017/sierra-exterior-right-front-three-quarter-61.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Nexon,2023,Active,Nexon,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/141867/nexon-exterior-right-front-three-quarter-79.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Tiago,2020,Active,Tiago,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/39345/tiago-exterior-right-front-three-quarter-34.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Harrier,2023,Active,Harrier,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/139139/harrier-exterior-right-front-three-quarter-7.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Punch EV,2026,Active,Punch EV,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/217141/punch-ev-facelift-exterior-right-front-three-quarter-4.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Curvv,2024,Active,Curvv,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/139651/curvv-exterior-right-front-three-quarter-16.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Safari,2023,Active,Safari,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/138895/safari-exterior-right-front-three-quarter-40.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Altroz,2025,Active,Altroz,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/199863/altroz-exterior-right-front-three-quarter-13.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Harrier EV,2025,Active,Harrier EV,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/139585/harrier-ev-exterior-right-front-three-quarter-58.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Nexon EV,2023,Active,Nexon EV,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/149123/nexon-ev-exterior-right-front-three-quarter-80.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Tigor,2020,Active,Tigor,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/41160/tigor-exterior-right-front-three-quarter-25.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Tiago EV,2022,Active,Tiago EV,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/40453/tiago-ev-exterior-right-front-three-quarter-15.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Curvv EV,2024,Active,Curvv EV,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/115617/curvv-ev-exterior-right-front-three-quarter-8.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Tiago NRG,2021,Active,Tiago NRG,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/99113/tiago-nrg-exterior-right-front-three-quarter-8.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Tigor EV,2022,Active,Tigor EV,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/135723/tigor-ev-exterior-right-front-three-quarter-4.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Sierra EV,2026,Upcoming,Sierra EV,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/139467/sierra-ev-exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Avinya,2026,Upcoming,Avinya,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/121335/avinya-concept-exterior-left-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Safari EV,2026,Upcoming,Safari EV,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/155631/safari-ev-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Altroz EV,2027,Upcoming,Altroz EV,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/46800/altroz-ev-exterior-left-front-three-quarter.png,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Tata,Tiago EV Facelift,2026,Upcoming,Tiago EV Facelift,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/218950/tiago-ev-facelift-exterior-right-front-three-quarter.avif,https://imgd.aeplcdn.com/0x0/cw/makes/tata.webp
Toyota,Innova Crysta [2016-2020],2016,Discontinued,Innova Crysta,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/20623/innova-crysta-exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Innova Crysta [2020-2023],2020,Discontinued,Innova Crysta,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/51435/innova-crysta-exterior-right-front-three-quarter-3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Fortuner [2016-2021],2016,Discontinued,Fortuner,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/19812/fortuner-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Urban Cruiser,2020,Discontinued,Urban Cruiser,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/47016/urban-cruiser-exterior-right-front-three-quarter-61.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Glanza [2019-2022],2019,Discontinued,Glanza,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/39545/glanza-exterior-right-front-three-quarter-159523.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Yaris,2018,Discontinued,Yaris,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/32943/yaris-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Camry [2019-2022],2019,Discontinued,Camry,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/37561/Toyota-Camry-Right-Front-Three-Quarter-146683.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Rush,2024,Discontinued,Rush,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/143937/rush-exterior-left-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Camry [2022-2024],2022,Discontinued,Camry,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/110233/camry-exterior-right-front-three-quarter-3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Platinum Etios,2016,Discontinued,Platinum Etios,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/24731/Toyota-Platinum-Etios-Exterior-119077.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Land Cruiser [2015-2020],2015,Discontinued,Land Cruiser,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/20695/Toyota-Land-Cruiser-Right-Front-Three-Quarter-60016.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Etios Liva,2016,Discontinued,Etios Liva,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/24898/Toyota-Etios-Liva-Exterior-127727.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Corolla Altis,2017,Discontinued,Corolla Altis,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/26588/Toyota-Corolla-Altis-Exterior-92974.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Vellfire [2020-2023],2020,Discontinued,Vellfire,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/41217/toyota-vellfire-right-front-three-quarter5.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Land Cruiser Prado,2012,Discontinued,Land Cruiser Prado,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/10219/Toyota-Land-Cruiser-Prado-Exterior-127835.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Etios Cross,2014,Discontinued,Etios Cross,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/06/13/18034/img/m/Toyota-Etios-Cross-Right-Front-Three-Quarter-49066_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Innova [2015-2016],2015,Discontinued,Innova,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/14545/Toyota-Innova-Right-Front-Three-Quarter-72626.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Fortuner [2012-2016],2012,Discontinued,Fortuner,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/toyota/fortuner.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
Toyota,Innova [2013-2014],2013,Discontinued,Innova,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/toyota/innova-2013-2014.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/toyota.webp
